,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Jewel Cave National Monument,"Located in the Black Hills of South Dakota, Jewel Cave National Monument protects one of the world's longest known cave systems. Its crystal-lined passages and delicate cave formations glow in guided tours that reveal the underground wonders beneath the hills. Above ground, ponderosa pine forests and rugged hills shelter elk, mule deer, and a variety of birds, with trails offering scenic views of the surrounding landscape.",National Monument,43.7310295,-103.82999,SD,National,TRUE,0
,Jimmy Carter National Historical Park,"This rural Georgia site in Plains comprises three units that preserve Jimmy Carter's boyhood home, the Plains Depot (visitor center), and the former Plains High School. The Boyhood Home, the Depot museum, and the Schoolhouse hold period furnishings and interpretive diState Parklays that tell Carter’s early life, public service, and rise to the presidency. Visitors can tour the restored home, explore the depot museum, and learn how a small-town upbringing shaped a national leader.",National Historical Park,32.03611,-84.3924,GA,National,TRUE,0
,John Day Fossil Beds National Monument,"This region in central Oregon along the John Day River preserves a vast fossil record State Parkanning millions of years across three units. The Painted Hills Unit showcases the iconic multicolored hills; the Clarno Unit preserves fossil-bearing mudstones and the famed Nut Beds from the mid-Eocene; the Sheep Rock Unit features dramatic cliff faces and the Thomas Condon Paleontology Center where fossils are studied. The landscape includes sagebrush steppe and riparian habitats with mule deer, pronghorn, coyotes, and a variety of birds.",National Monument,44.6256651,-119.88115,OR,National,TRUE,0
,John Fitzgerald Kennedy National Historic Site,"John Fitzgerald Kennedy National Historic Site preserves the birthplace and boyhood home of the 35th President of the United States in Brookline, Massachusetts. The two houses, including the JFK birthplace at 83 Beals Street, retain period rooms and family artifacts that illuminate Kennedy’s early years. Guided tours and exhibits explore his childhood, wartime service, and the civic ideals that shaped his presidency, offering an intimate glimpse into the origins of a national leader.",National Historic Site,42.3469369,-71.123238,MA,National,TRUE,0
,John Muir National Historic Site,"Perched above the Carquinez Strait in Martinez, California, the John Muir National Historic Site preserves the naturalist’s hillside home and surrounding landscape that inState Parkired his life and writings. Visitors can explore the historic house, gardens, and trails through oak woodlands and riparian habitat, learning about Muir’s lasting conservation legacy.",National Historic Site,37.9828422,-122.13261,CA,National,TRUE,0
,Johnstown Flood National Memorial,"This memorial preserves the site of the 1889 Johnstown flood along the Conemaugh River in Cambria County, Pennsylvania. The area features a visitor center with interpretive exhibits, a riverside overlook, and a short, accessible trail that traces the flood's path through Johnstown and the surrounding valley. Wildlife includes white-tailed deer, gray squirrels, wild turkeys, and a variety of birds.",National Memorial,40.3458453,-78.774486,PA,National,TRUE,0
,Joshua Tree National Park,"Two deserts converge in Joshua Tree National Park, where the Mojave’s iconic Joshua trees rise among granite monoliths and the Colorado Desert’s sun-baked plains State Parkread to the horizon. The park offers stark landscapes, star-filled skies, and a mix of forest and desert habitats, with scenic drives along Park Boulevard and Geology Tour Road and abundant backcountry hiking and climbing opportunities. Wildlife includes desert tortoise, bighorn sheep, coyotes, roadrunners, black-tailed jackrabbits, and a variety of lizards and snakes.",National Park,33.9141853,-115.83981,CA,National,FALSE,30
,Juan Bautista de Anza National Trail,"This region along the Juan Bautista de Anza National Historic Trail centers on Saguaro National Park in southern Arizona. The two park units protect vast stands of giant saguaro cacti across rolling desert plains, deep canyons, and rugged mountain backs in the Sonoran Desert. Visitors enjoy scenic drives and backcountry hiking among cactus gardens and ancient petroglyph sites left by Indigenous communities. Wildlife includes desert bighorn sheep, javelina, mule deer, coyotes, roadrunners, Gila monsters, rattlesnakes, and a diverse array of desert birds.",National Trail,33.8743391,-117.22418,"AZ,CA",National,TRUE,0
,Kalaupapa National Historical Park,"On Molokai's Kalaupapa Peninsula, Kalaupapa National Historical Park preserves a dramatic coastal landscape of basalt cliffs and a historic isolation-era settlement. The park centers on the Kalaupapa Settlement, a place of quarantine for Hansen's disease patients, with historic buildings, a tramway, and trails that reveal the community's story. Coastal and offshore habitats support seabirds and marine life along Kalaupapa Bay and the rugged shoreline.",National Historical Park,21.1731108,-156.95116,HI,National,TRUE,0
,Kaloko-Honok≈çhau National Historical Park,"This coastal cultural landscape on Hawaii Island preserves ancient Hawaiian fiState Historic Parkonds and petroglyphs along a rugged lava-rock shoreline. Kaloko-Honokohau National Historical Park centers on the Kaloko and Honokohau fiState Historic Parkonds and nearby petroglyph fields, with trails weaving through coastal dunes and historic sites. Wildlife includes green sea turtles and seabirds that inhabit reef and shore habitats, reflecting a living connection to traditional Hawaiian land and sea use.",National Historical Park,19.6808324,-156.03069,HI,National,TRUE,0
,Katahdin Woods and Waters National Monument,"Katahdin Woods and Waters National Monument protects a remote, forested landscape in northern Maine along the East Branch of the Penobscot River, with State Parkruce-fir forests, granite ridges, and views toward Mount Katahdin. The area offers miles of backcountry trails, river paddling, and primitive camping along undeveloped forest roads for a True wilderness experience. Wildlife includes moose, black bears, beavers, river otters, loons, and bald eagles. - Katahdin Woods and Waters National Monument",National Monument,45.9567566,-68.712288,ME,National,TRUE,0
,Katmai National Park & Preserve,"Located along the Alaska Peninsula, Katmai National Park and Preserve is renowned for its active volcanic landscape and one of the highest concentrations of brown bears in the world. The park encompasses rugged mountains, glaciers, tundra, lakes, rivers, and a dramatic Pacific coastline. Katmai is best known for Brooks Falls, where bears gather to feed on migrating salmon, offering exceptional wildlife viewing opportunities. The Valley of Ten Thousand Smokes, formed by the 1912 Novarupta eruption, showcases vast ash flows and fumaroles that highlight the park’s geologic power. Wildlife includes brown bears, moose, wolves, caribou, sea otters, and numerous seabirds, while recreation centers on backcountry travel, fishing, and wilderness exploration in a remote, largely roadless setting.",National Preserve,58.6223567,-155.01266,AK,National,TRUE,0
,Kenai Fjords National Park,"This coastal wilderness on Alaska's Kenai Peninsula features tidewater glaciers, dramatic fjords, and rugged, glacier-carved peaks. It protects a dynamic marine-to-mountain ecosystem where orcas and humpback whales frequent the waters, and brown bears, moose, harbor seals, puffins, and bald eagles visit the shores.",National Park,59.8180441,-150.1065,AK,National,TRUE,0
